link,teacher_type,is_native,languages,about_info,since_date,main_info,country_from,country_living,rating,students_num,lessons_num,attendance,response,target,teacher_style,lessons_style,resume,reviews_num
https://www.italki.com/en/teacher/10320414/english,COMMUNITY TUTOR,"Teaches
Cebuano
Native
Filipino (Tagalog)
Native
English","['Chinese (Mandarin)', 'Japanese', 'Korean']","**Instant lessons are usually on 4 p.m- 10:00 p.m (Philippines time) 
Please message me if you are unable to find a time that is suitable for you. **

Hello! My name is Lynn Rachel, and I’m from Philippines. I’m currently studying Electronics and Communication Engineering. My hobbies include playing piano, writing letters and listening to music.","italki teacher since Sep 3, 2021",Youth Trainer & Exemplary Communicator| Helping students through engaging and interacting session,From Philippines,"Living in Cebu, Philippines (18:44 UTC+08:00)",5.0,46,145,100%,99%,USD 5.00,I have been teaching kids (aged 4 years old and above) and even working adults for more than a year. I've experienced meeting different people from a very beginner kid who just started to learn English to a working adult with a topic of Business and Foreign Trade English.,"I believe a teacher should be flexible in handling students based on their learning pace. That is why, if it is a beginner, teachers should use simple instructions and slower pace. On the other hand, I would also enjoy a conversational class where pupils could pick their own topic.  I constantly make sure that the learning experience for my students is enjoyable, engaging and exciting. I'm excited to be part of your English journey. I hope to see you soon.",,14 Reviews
https://www.italki.com/en/teacher/9300001/english,COMMUNITY TUTOR,"Teaches
Chinese (Mandarin)
Native
Chinese (Shanghainese)
Native
English","['French', 'German', 'Spanish']","【Who am I】

-----------------------
💁‍♀️ A professional Chinese / English / Shanghainese  language Teacher
----------------------- 

✔️ Chinese and Shanghainese are my mother tongues. 
✔️ I got very interested in the English language since I was a kid.
✔️ I majored in English language teaching at Hangzhou Normal University and got TEM-8.
✔️ I am currently learning Spanish &  French

----------------------- 
💁‍♀️ I have a fun & friendly teaching style, you never will feel bored in my classes.
----------------------- 

✔️I  post videos  and idioms about Chinese learning 
✔️on Instagram @chinesewithmaggie","italki teacher since Jul 16, 2021",Are you looking for me? An Excellent Teacher who can help you accomplish your learning goals. Cya!,From China,"Living in Hangzhou, China (18:44 UTC+08:00)",5.0,32,150,100%,100%,USD 9.00,"I’m a professional Chinese & English language teacher, who graduated from Hangzhou Normal University. within more than five years of teaching experience. I have taught different Chinese & English levels of students, from age 10 to 70s.From daily using to business use.","I'm with knowledge and patient.I can assess student's capabilities and weakness in Chinese & English languages. I have a causal and friendly approach as a  teacher. I never want my students to feel like he/she is back in school reading out of a textbook and I will always be his/her No.1 Cheerleader. I know how difficult it is to learn a language and I know that mistakes are a part of the process. So Let me to help you improve your Chinese / English. The textbooks I use for teaching are 《YCT》,《Easy steps to Chinese》,《Road to Success》,《New Silk Road Business Chinese》,etc.",,48 Reviews
https://www.italki.com/en/teacher/3597345/english,COMMUNITY TUTOR,"Teaches
French
Native
English","['Chinese (Mandarin)', 'Japanese', 'German']","I am 39 years old, originally from France but I have lived in many other countries.","italki teacher since Apr 27, 2020","I am 39 years old, originally from France but I have lived in many other countries.",From France,"Living in Osaka, Japan (19:44 UTC+09:00)",5.0,172,"1,168",100%,100%,USD 10.00,I like to adapt my lessons to the needs of the student. I am very patient and dedicated to my students,"I am open do different ways of teaching, with / without homework with videos, movies, articles...",,99 Reviews
https://www.italki.com/en/teacher/8504202/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['Other', 'Japanese', 'Portuguese', 'Spanish']","Want more confidence? I can help you!

First, I'm a language learner, too. I've lived in five different countries, speak two languages and my native (North American) English, and take weekly iTalki classes. There's no substitute for practicing with native speakers.

Second, I'm a professional teacher. I've got a TEFL certificate, I've taught two years in physical classrooms and over four years online. Let's make a study plan!

Third, I have life experience. Before teaching, I was a journalist and entrepreneur. I have a master's degree in journalism, a bachelor's degree in East Asian Studies, and I started my own newspaper. I value language as a tool. 

You can do this! I'm here to help!","italki teacher since Sep 3, 2021",Shy? Need confidence? You can do this! Let's practice together!,From United States,"Living in Other, Portugal (10:44 UTC+00:00)",5.0,154,"1,860",100%,100%,USD 8.00,"You'll get to talk. A lot. Practice. Practice. Practice. That's why you're here, right? Our classroom is your language laboratory. Have fun and try things!

Here's the big secret to learning English ... sometimes you need to fail! You need to use new words the wrong way and stumble through pronunciations. How else will you know what you need to practice?

Learning English doesn't have to be frustrating or embarrassing, though. I'll praise what you do well and give you clear, honest feedback about errors. We all have strong areas! We all have weak areas, too! Want to know mine? I'm horrible at spelling!

Let's laugh our way through some misunderstandings. Let's have fun and learn together!","What do you like? Let's do that!

Want to chat? Choose “Conversation.” Select one of 30 prepared topics, each with its own vocabulary, phrasal verbs, and idioms. Study sheet included.

Want a textbook? Choose “Custom English Course.” Complete structured lessons with supplemental materials. Study plan included.

Want to rehearse an interview, edit a paper, or tighten up your résumé? Choose “Interview Practice, Paper Editing, & Related Services.” Tighten up your language and present yourself better. Edits and notes included.","2019 - 2021
ESL/TEFL Teacher VIPKid
VIPKid - Other, Other
• Taught one-on-one lessons for Chinese-speaking students, ages 5-14, 25-minute to 50-minute lessons, using prepared course material aligned to Chinese education curriculum and Houghton Mifflin Harcourt supplements.
• Taught more than 1,803 hours in 4,328 classes, to 720 students, with 503 followers, and more than 100 students completing 10 or more classes.
• Specialist certificates in 23 topics including Beginner and Advanced Grammar, Vocabulary, STEAM subjects, Leveled Reading, Pronunciation,",147 Reviews
https://www.italki.com/en/teacher/8531891/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['Czech', 'Other']","My name is Kevin, and I'm from Manchester, England in the United Kingdom.

I teach and help adults who are at an intermediate & advanced level of English.

You can expect from me a relaxed, fun, and friendly environment within' to learn.
As a learner of other languages myself, I fully understand and truly empathize with what it takes to learn a new Language.

My favourite hobbies  & interests are travelling, playing the guitar, rugby, football and socialising whenever possible.

Do not hesitate to contact me, it will always be a pleasure to reply to your inquiries!","italki teacher since Mar 9, 2021",Conversation Coach/Tutor,From United Kingdom,"Living in Manchester, United Kingdom (10:44 UTC+00:00)",5.0,361,"1,068",100%,100%,USD 5.00,"I am TEFL & TESOL Certified and I teach English as a foreign language online and in-person.

I have experience teaching adult students of all backgrounds, cultures, and ages who have an intermediate to advanced English language level.

I teach conversational English, and I have also prepared my students to take the IELTS speaking exam.","I offer conversational, pronunciation and vocabulary classes.

I cover topics such as:  
Family, Work, Education, Friends, Feelings, Food, Transportation, News, Travelling, Sports, Cultures, Seasons and Weather.

My classes will be bespoke, relaxing, and fun.

I am patient, friendly and empathetic. I believe that learning through conversation is the key to learning any language.",,170 Reviews
https://www.italki.com/en/teacher/9922035/english,COMMUNITY TUTOR,"Teaches
English
Native",['Other'],"Hello beautiful people my name is Mavis, a 27 years old lady from  Johannesburg in South Africa. I am a very simple person who is easily approachable, patient, kind, humble and friendly. I have a national diploma in animal health from the university of South Africa. I can't wait to meet and interact with you all, I am so excited.","italki teacher since Aug 13, 2021","Hello beautiful people my name is Mavis, a 27 years old lady from  Johannesburg in South Africa. I am a very simple person who is easily approachable, patient, kind, humble and friendly. I have a national diploma in animal health from the university of South Africa. I can't wait to meet and interact with you all, I am so excited.",From South Africa,"Living in Johannesburg, South Africa (12:44 UTC+02:00)",4.8,50,91,100%,99%,USD 5.00,"I will let the student decide what they want to learn about, where do they need help or what are they struggling with. Have relaxed conversations and create a safe/warm space for the student to be free and confident in learning English.",My teaching style will depend on the student 's needs so each lesson may vary from student to student.,,9 Reviews
https://www.italki.com/en/teacher/544865/english,COMMUNITY TUTOR,"Teaches
English
Native","['Spanish', 'Italian']","My name is Nalini and I'm from New Delhi, India. I speak English with an American accent as we lived there when I was very young, and I learned to speak English there as a child. I also speak C1 level Spanish, and I adore Spanish and Latin American music and cultures.

I enjoy music, travelling, paper crafts, making new friends and learning about different languages and cultures. I'm also very curious about the world in general, so I love to read articles and books about the universe, science, history, art, culture, how things work, and other interesting things  :)","italki teacher since Jun 29, 2021",Certified TEFL and IELTS (Speaking) teacher with over 4 years of teaching experience,From India,"Living in Delhi, India (16:15 UTC+05:30)",5.0,124,723,100%,100%,USD 6.00,"I like to go at your pace, and make sure you are comfortable during class. it is absolutely alright to make mistakes, I will help you with those and any doubts you have, and I will also encourage and motivate you a lot. I am patient and open-minded, we can talk about any topic you like, and the conversations will be interesting and light.

I have been a volunteer for language exchange and English practice with Spanish-speaking natives, in particular, for the last 3 years. This has helped me to understand and adjust to different learning styles and needs of different students. 
I will make the class personalized to your level and requirements.","My focus is to help build confidence and fluency in English and help with your individual needs of pronunciation, grammar, vocabulary, reading, writing, listening and speaking.

Conversation is one of the best ways to begin ""thinking directly"" in English, and it removes the process of translating everything you want to say, and understand. We can have a relaxed conversation, you can ask questions, and use pictures, music or articles too. I want to help make things easier on your journey to your English goals.

*If you don't see a convenient time slot, please fill the Contact Teacher Form and I will try to figure it out for you
**Please note: I do not take lessons for children",,47 Reviews
https://www.italki.com/en/teacher/13342987/english,COMMUNITY TUTOR,"Teaches
English
Native","['Spanish', 'Other']","I am 27 years old and currently live in Utah, U.S.A. My accent is from  North America. 
Fantasy is a love of mine. I love to read fantasy novels and comics and have deep analytical discussions about the world. Rocks and gems are my weaknesses. I have a growing collection because I love shiny objects. Running water sounds in a chilly environment is my favorite place to visit and relax. Spanish music is my favorite type of music.","italki teacher since May 15, 2022",Certified TESL and TEFL teacher with 9 years of experience.,From United States,"Living in Other, United States (03:45 UTC-07:00)",5.0,30,113,100%,100%,USD 5.00,"I graduated with a bachelor's in Sociology from The University of Utah. 
I have 9 years of experience as a teacher, 3 years online, and 6 years in person. 
I have taught 5000 online classes. 
I have instructed students on math, reading, finances, writing, STEM, social and emotional skills, PE, and art. 
I completed 5 ESL certification courses:
150-hour Online TEFL/TESOL course- Grade A - Global Language Training Ltd.
120-Hour TESOL Certificate Course - International Open Academy
TEFL Online in China
Foundational and Advanced Program for Teaching English Online","I like to focus on good communication skills such as tone, punctuation, imperatives and word stress. 
I value critical thinking, confidence and independent thinking. 
I will teach vocabulary in a context that is interesting to the student. Pictures, videos, and AR stickers with green screen technology will be used to engage the student. This will help students relax and engage their senses. 
I desire to have a fun and relaxing environment with professionalism. I want to know the real you such as dreams, fun memories and hobbies. 
For younger students, I'll be active and energetic with games and awards. For older students, I'll be professional and comical in a calming atmosphere.",,10 Reviews
https://www.italki.com/en/teacher/13085770/english,PROFESSIONAL TEACHER,"Teaches
English
Native",[],"I am from St. John's, Newfoundland and Labrador. I have been a math and physics teacher and a computer professional working with databases. I love to travel, to cook and to learn about other cultures.","italki teacher since Mar 15, 2022",Certified English teacher with 15 years experience teaching students of all levels.,From Canada,"Living in St. John's, Canada (07:15 UTC-03:30)",5.0,107,287,100%,100%,USD 10.00,"I have been teaching English for more than 15 years. I have taught courses, speaking groups and individuals. I have taught for exams, for business and helped people improve their speaking for travel. Every student has a chance to study with me but I do not chase students. If you do not take the first step and contact me, we will not work together. Contact me and let me help you speak English.","My lessons focus on speaking because speaking is the skill that most people need to improve. I believe that fluency is more important than accuracy. I can also teach other skills like writing, if the student needs it. Most of my lessons use a discussion book with lessons about different situations in life. Each lesson includes a short text with some simple grammar or vocabulary questions and then lots of discussion questions to use the language.","2007 - 2020
Teacher Entrepreneur
Entrepreneur - St. Petersburg, Russian Federation
I had my own school where I taught courses, speaking groups and individuals.
2001 - 2002
Data warehourse developer Cambridge Technology Partners
Cambridge Technology Partners - Amsterdam, Netherlands
Did support for a HP website that sold products to resellers in Europe, the Middle East and Africa.",28 Reviews
https://www.italki.com/en/teacher/9632292/english,COMMUNITY TUTOR,"Teaches
English
Native","['Afrikaans', 'Ndebele', 'Zulu']","Hi there! My name is Lelo and I am a native English speaker from Pretoria in South Africa. I am a teaching assistant at a local school where I tutor English. I hold a 120-Hour TEFL Certificate, a mechanical engineering diploma, and I am also currently pursuing another qualification in education. Outside of teaching, I am an adventurous, creative, fun-loving people person! I love traveling, meeting new people, and learning about different cultures.

Note: Unfortunately, I do not teach young children and teenagers. Thank you for understanding.","italki teacher since Aug 26, 2021",Certified TEFL teacher with over 2 years of experience in teaching English online.,From South Africa,"Living in Tshwane Metro , South Africa (12:45 UTC+02:00)",4.9,262,756,100%,100%,USD 5.00,"I enjoy having a schedule to follow and a list of things to do. When it comes to improving or resolving a problem, I am quite inventive. I am to connect with others, learn and work together in peace, and actively try to be there for others when they are in need.","My lessons and teaching style can be best described as calm, friendly, interactive, and encouraging where we focus more on conversational English for. One example is talking about our interests. I also encourage my students, regardless of their confidence, to speak, ask questions and engage fully.",,65 Reviews
https://www.italki.com/en/teacher/5699356/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Japanese'],"I am a 35 year old Australian born native speaker of English that has lived in Japan and is currently living in Malaysia. I am TEFL (Teaching English as a Foreign Language) and IELTS certified.

My hobbies include travelling, hiking, music, reading, outdoor activities, basketball and food. I enjoy spending time with my friends and doing hobby activities together.","italki teacher since Jan 21, 2019",Certified IELTS and English as a Foreign Language Educator,From Australia,"Living in Other, Malaysia (18:45 UTC+08:00)",5.0,346,"2,094",100%,100%,USD 7.50,"As a learner of a language and as a teacher of English, I understand some of the struggles and successes of learning a new language. I think speaking is an important part of learning a new language so I’m excited to speak with you! Seeing my students improve and be able to communicate in a new language is exciting for me and for them. Sharing language knowledge and seeing a student progress forward is one of my main motivations as a teacher.","In our first lesson I like to introduce myself and check your English level. I like to hear what your goals for learning English are and what you want to learn from me. I like to keep my lessons casual and fun.

For IELTS lessons I will use current materials that are used in the actual exams.

Conversation lessons will be speaking and listening based. I will help you with sentences and vocabulary. Lessons can be freestyle conversation or they can be more structured. Many of my students like me to send them articles for class discussion. As with all my lessons, I will use the chat function to type out corrections and important words.

***I don't teach children on italki",,190 Reviews
https://www.italki.com/en/teacher/5177188/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Spanish'],"My name is Aaron Walker. I was born and currently live in Massachusetts. It is in the Northeast of the United States, close to Boston and New York. I have also spent a few years living in California and Florida. It gave me the chance to travel and visit every state from coast to coast. I have also been fortunate enough to travel abroad to Europe, South America and the Caribbean. My hobbies are gardening, hiking, reading, language learning and spending time with family and friends. As for now, I love my work as an English teacher and farmer. In the future I would like to travel to new places and further develop my professional skills.","italki teacher since Mar 15, 2019",Patient and passionate TEFL Certified teacher with 4+ years of experience.,From United States,"Living in Springfield, United States (05:45 UTC-05:00)",4.9,272,917,100%,99%,USD 5.00,"I have been inspired by many great language teachers throughout my life and I would love to share this passion with eager learners. When I decided to pursue my dream of teaching I traveled to Cuzco Peru. There I was certified to teach English as a foreign language. With this professional training and a positive attitude I am an effective teacher. This occupation is inspiring because there are so many determined learners. Language learning is not easy, but it is a fun and fascinating challenge.","My teaching style is relaxed but productive. It allows my lessons to be flexible. I like to be patient and work with the learner. We can use different exercises to understand all aspects of English. Pronunciation, speaking, vocabulary and grammar are the essential components we can learn about. I enjoy building a relationship with students. We can keep in contact and I am always responsive to questions and suggestions.  By doing this, we could develop an appropriate plan for your lessons and learning goals. Please see my lesson offerings for the course that best fits your needs. I look forward to learning with you!","2018 - 2021
Tutor Independent
Independent - West Springfield, United States
I have been teaching English for three years. I really love this work, it is fun and exciting. I am passionate about learning and teaching English. I give every student and lesson 100%",189 Reviews
https://www.italki.com/en/teacher/7674882/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Japanese'],"Hello everyone. My Name is Josh and I am an English teacher on italki. Currently, I live in Japan and I am an American Native Speaker. My hobbies are watching Anime, listening to different types of music, watching movies, being active outside, traveling, watching Japanese Dramas, and eating different foods. I love speaking Japanese and have been studying Japanese for almost 5 years.","italki teacher since Oct 29, 2021","Learning should be natural, so let's have fun :)",From United States,"Living in Oyama, Japan (19:45 UTC+09:00)",5.0,58,319,99%,100%,USD 5.00,I have been teaching at Universities for many years and I teach English online. I do have a certification to teach Beginner-Advanced Level English and I also teach Business level English courses. I currently teach English in Japan at a Junior High School and I stream English lessons online for free.,"In my lesson, I used Youtube Videos, Texting, blogs, and other things to help teach. During our first lesson, we will talk about your goal and I will make lessons around your hobbies and interest. The beginning of class will also start with a warm-up conversation and then we will move into grammar and activities. I do give homework by request. I can also give you an exam to help mark your progress.",,20 Reviews
https://www.italki.com/en/teacher/8760226/english,COMMUNITY TUTOR,"Teaches
English
Native","['Arabic', 'French', 'Turkish', 'Other']","English teacher from Algeria. Holder of a masters degree in English literature and civilization. I am passionate about languages, arts, literature and education.","italki teacher since Jul 20, 2021","English teacher from Algeria. Holder of a masters degree in English literature and civilization. I am passionate about languages, arts, literature and education.",From Algeria,"Living in Blida, Algeria (11:45 UTC+01:00)",4.9,30,160,99%,97%,USD 5.00,"I prefer being a dynamic teacher, working on my skills permanently and try to develop and learn new things in order to make my learners' experience as fruitful and enjoyable as possible. I like to work with kids since i know how to communicate with them and it represents an enjoyable experience for me. Working with adults, too, comes rather with spontaneity.","My lessons consist mainly on conversations and various means of teaching in order to make the learning process smooth and far from being boring. I like to include videos, different types of reading and, if possible, educational games and quizzes.",,8 Reviews
https://www.italki.com/en/teacher/9923296/english,COMMUNITY TUTOR,"Teaches
English
Native","['French', 'Spanish', 'Other']","I am a TEFL certified native English speaker with experience teaching online.  My knowledge of business management and operations enables me to explain the vocabulary and customs of American business to non-English speakers.  I offer a unique combination of business experience with the ability and desire to teach English to ESL students.

Being a self-employed business owner has given me experience in all areas of business management.  I have an MBA degree in marketing.  As a CFA charterholder I have a deep knowledge of financial investment concepts.","italki teacher since Sep 15, 2021",Investment Manager and Small Business Owner with Experience Teaching ESL,From United States,"Living in Philadelphia, United States (05:45 UTC-05:00)",5.0,51,181,100%,100%,USD 10.00,I like to lead lively conversations about many different topics.  My specialty is business English.  I focus on teaching vocabulary that will be useful for the student.  I know your time is important so we will work on areas that you need to improve as an English speaker.,My lessons are tailored to the needs and interests of the student.  I make the topics as interesting as possible.  I focus on helping the student improve a little with each lesson.,,32 Reviews
https://www.italki.com/en/teacher/4742369/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['Afrikaans', 'French', 'Other']","Hi my name is Brends and I’m a native English speaker from South Africa.
I am passionate about
* teaching English 
* business 
* entrepreneurship
* creativity (digital, visual, performing) 
* anything old 
* exploring and learning

I’m learning French and I understand how difficult it can be. And frustrating. For me the most important thing is that we understand each other.","italki teacher since Jan 17, 2018","Hi, I'm Brends. Let's chat. I'm an entrepreneur and love helping people reach their dreams.",From South Africa,"Living in Cape Town, South Africa (12:46 UTC+02:00)",5.0,398,"3,924",100%,100%,USD 8.00,"I specialise in British English conversation.
I correct pronunciation. 
I introduce new vocabulary depending on the topic of conversation
I teach you how to speak about specific topics using the vocabulary I have taught you.
I teach you how to ask questions
I create a safe authentic space for you to learn English","In our first lesson we will get to know each other a bit better and you can tell me what your needs are. I will explain how I am going to help you improve your English. 
My style is gentle and flexible. 
My students say that I am kind, friendly, intuitive and encouraging.
Being self motivated, a self starter and very organised ensures I’m prepared for all our lessons.","2005 - 2017
Professional Real Estate Agent Pam Golding Properties
Pam Golding Properties - Port Elizabeth, South Africa
I have extensive business experience in Real Estate, Website Design, Social Media Management, Layout and Design of major publications including newspapers and academic journals. I am hoping to help English learners improve their business language skills.",894 Reviews
https://www.italki.com/en/teacher/7627559/english,PROFESSIONAL TEACHER,"Teaches
English
Native",['Spanish'],"Hello, my Name is Thirzah. I am an ESL confidence builder for kids, teens and adults. 
I teach my students how to be confident using their English with improvements to meet their individual learning goals.
I am a qualified British native ESL teacher, from London, with over 7 years formal teaching experience. Therefore, I believe in giving my students homework, speech coaching and support with test preparation, presentations and functional language. As well as helping them with conversational skills for traveling and other fun cultural experiences. 
 I have been teaching other subjects, coaching and training others to achieve their goals for over 12 years. I love to travel, read and animals.","italki teacher since Feb 25, 2021","I'm a qualified native British English teacher and confidence builder for kids, teens and adults.",From United Kingdom,"Living in Alacant, Spain (11:46 UTC+01:00)",5.0,80,"1,041",100%,100%,USD 15.00,"I teach kids, teens and adults from Elementary school level to advanced using structured curriculums individually tailored to each students needs. The minimum age for my students is 5 years old with an elementary school level of English. My guess is you’re reading this because you know you need something more than you’ve tried before. I will give you confidence and the improvements to your English that you want. We can use a variety of engaging materials and a lesson frequency that suits your situation. Teens and adults should complete my placement test so that I can see their strengths and weaknesses. This enables me to plan effective lessons using appropriate materials.","Firstly I provide teens and adults with a placement test. Then I use structured curriculums and fun engaging materials based on each students’ levels, needs and goals including fluency of speech, test preparation, business communication skills for presentations, negotiations, writing emails, letters, CV/ resume and job applications etc. A lot of my students enjoy learning new vocabulary or idioms and want to improve both their pronunciation and spoken grammar. I can give supporting self study materials, homework every lesson and feedback when needed. We can combine different skills and materials to keep lessons fun and effective or focus on one skill. Whatever you need to do, I can help you.",,147 Reviews
https://www.italki.com/en/teacher/6050457/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['French', 'Russian', 'Gaelic (Irish)']","My name is Thomas, and I would love to help you improve your English. I am an American, native to a small town near Chicago. I have a degree in economics, and graduated in 2020.  I love to travel, and plan to spend most of the next few years doing that while taking courses for my master's degree. I have many hobbies, and would love to hear about yours too!","italki teacher since May 11, 2020",TEFL Certified Business English Teacher with years of experience,From United States,"Living in Chicago, United States (04:46 UTC-06:00)",4.9,219,613,100%,100%,USD 5.00,"I am a TEFL certified teacher through the International TEFL Academy. I have been helping individuals practice their English through one on one discussions for over 3 years. Having learned 3 foreign languages myself, and been exposed to a variety of teaching methods, I firmly believe that the best way to improve your ability in a language is to begin talking, and address issues as they come up, this is particularly helpful when you have a professionally trained conversation partner. My students are typically in their early adult life, but my youngest ever student was 12 years old, the minimum age I work with on this site is 15 years old.","I think it is best to learn through conversation, so my lessons focus on that. I also can provide assistance in speaking, writing, and reading as necessary. I also often help students practice for interviews, go over speeches, or even review passages they have written. I am always eager to help, so if there is something else you are looking for please send me a message!","2019 - 2020
Tutor First Presbyterian Church - ESL Center
First Presbyterian Church - ESL Center - Champaign, United States
Taught local immigrants who had not learned English to a high level",69 Reviews
https://www.italki.com/en/teacher/6479810/english,COMMUNITY TUTOR,"Teaches
English
Native","['Spanish', 'Russian']","I'm glad to teach English on Italki.  I'm from the United States and speak with an American accent.  I've lived in Houston and New Orleans.  I like rock music, travel, and languages.  I speak C1 Spanish and beginner Russian.  I've worked for fortune 500 companies and I've taught engineering courses at Louisiana State University (LSU).  Now I'm retired and living in Mexico City.","italki teacher since Oct 15, 2021",Let's learn some English and have some fun!,From United States,"Living in Mexico City, Mexico (04:46 UTC-06:00)",5.0,29,177,100%,99%,USD 5.00,"I'm happy to help you with business English, prepare for upcoming travel, practice conversational English, work on pronunciation, or help you expand your vocabulary.",I'm patient and calm and I'm happy to repeat what is necessary for a student to learn what they need.  I think it's important to give students homework so they can continue their learning on their own time.  And let's have fun while we learn.,,17 Reviews
https://www.italki.com/en/teacher/11259849/english,COMMUNITY TUTOR,"Teaches
English
Native",['Other'],"I believe in education and the art of learning because it brings the best out of every individual. I am a passionate person, I put extra effort in everything that I do. I always finish what I start.

I am a very patient and understanding person , this comes in very handy in my classes when students are not very confident. I strive to learn about different cultures and traditions around the world and this has opened my mind in so many positive ways, such as respecting others regardless of their race, ethnicity, sexual orientation, religion, etc.

I enjoy meeting new people from all over the world, thus, I practice the ''global village' principles to lead my life.","italki teacher since Dec 5, 2021","I believe in education and the art of learning because it brings the best out of every individual. I am a passionate person, I put extra effort in everything that I do. I always finish what I start.

I am a very patient and understanding person , this comes in very handy in my classes when students are not very confident. I strive to learn about different cultures and traditions around the world and this has opened my mind in so many positive ways, such as respecting others regardless of their race, ethnicity, sexual orientation, religion, etc.

I enjoy meeting new people from all over the world, thus, I practice the ''global village' principles to lead my life.",From South Africa,"Living in Cape Town, South Africa (12:46 UTC+02:00)",5.0,33,129,99%,100%,USD 5.00,"My classes are always fun because of my bubbly and welcoming personality. I always build rapport with my students before proceeding with the lesson, this gives me an idea of how to treat topics that could be sensitive.

I prefer conversational lessons because that is how students get to understand the English language in context, I also apply other methods to ensure that students get the best quality.

I pay attention to student's individual needs and I always go the extra mile to ensure that students fully grasp the lesson's concepts and know how to apply in their everyday lives.","I prefer a conversational teaching style to encourage students to English and to allow them to make mistakes, which only implies improvement and more learning. This also helps with the student's confidence in the language. 

I achieve this by employing different teaching techniques such as :
1. TPR (Total Physical Response)
2. CCQ's (Concept Checking Questions)
3. Activities that allow students to apply the knowledge that they just learned.
4. Giving them activities to practice with on their own.
5. Reading and comprehension

I usually give my students a question and answer session from both myself as the teacher and the students.",,17 Reviews
https://www.italki.com/en/teacher/8852721/english,PROFESSIONAL TEACHER,"Teaches
English
Native","['Vietnamese', 'Other']","I grew up in England but I am currently living in Vietnam. I love to travel, ride motorcycles and am a huge fan of music! Im interested in a wide variety of topics and am comfortable discussing Art, Literature, Music, Sports, Philosophy and Current Affairs.","italki teacher since May 27, 2021",Certified TEFL Teacher with 4 years of Online and Classroom experience!,From United Kingdom,"Living in Delhi, India (16:16 UTC+05:30)",4.9,98,991,100%,99%,USD 5.00,"I am an English Teacher with over 3 years of experience, both online and in classroom. I have taught in Kindergarten, Primary and High School, as well as being able to teach Business English and some Exam Preparation.","My lessons often include articles, grammar practice, exam preparation and, of course, plenty of conversation practice. I have a strong focus on pronunciation and vocabulary. I am trying to learn a new language myself, so I understand the importance of accuracy.","2018 - 2021
Senior English Teacher Language Link Vietnam
Language Link Vietnam - Various, Vietnam
Responsible for Teaching & Class Administration, Placement Testing and New Teacher Induction for the international language school Language Link.
2017 - 2021
English Teacher Online Tutoring and Conversation Practice
Online Tutoring and Conversation Practice - Online Teaching, Vietnam
Online 1 to 1 conversation practice and tutoring.",82 Reviews
https://www.italki.com/en/teacher/1252284/english,PROFESSIONAL TEACHER,"Teaches
English
Native
Spanish","['French', 'Italian', 'German']","I am a qualified teacher currently living and working in the centre of England. I enjoy cooking and travelling, through these two things I have enjoyed learning about various cultures and languages. I speak and teach Spanish as a head of department in a UK secondary school where we use the AQA examination boards for both GCSE and ALevel. I am currently learning Italian and French using Italki so I know just how you feel to be using a language for the first time.","italki teacher since Oct 30, 2013","Certified GCSE, A level and CELTA teacher with over 10 years experience.",From United Kingdom,"Living in Other, United Kingdom (10:46 UTC+00:00)",4.9,60,323,100%,99%,USD 5.00,I encourage as much speaking as possible and love to learn about your culture! I like to make my lessons fun and relaxed but also make sure that you are learning as much as possible.,"I like to use photos to prompt discussion and relax students at the start of lessons, after this we work on whatever is needed! I generally use online articles as well as a variety of student books and worksheets to support learning. 

Lessons will be designed to whatever is needed or requested, these may be general conversation, fluency, exam preparation, etc.","2012 - 2015
Teacher/ Activity Leader The Heart of England Language School
The Heart of England Language School - Leamington Spa, United Kingdom
Classes for mixed ages. Experience teaching all levels.
2011 - 2012
Language Assistant The British Council
The British Council - Oviedo, Spain
2011 - Present
Freelance Teacher Frances Daw
Frances Daw - Coventry, United Kingdom",36 Reviews
https://www.italki.com/en/teacher/11598336/english,COMMUNITY TUTOR,"Teaches
English
Native","['Spanish', 'Thai', 'Other']","Hi! My name is Christian, I am from Florida and I love languages. I'm a big fan of music and comedy, and I also like producing my own music.","italki teacher since Nov 27, 2021","Hi! My name is Christian, I am from Florida and I love languages. I'm a big fan of music and comedy, and I also like producing my own music.",From United States,"Living in Tampa, United States (05:47 UTC-05:00)",5.0,46,180,100%,99%,USD 6.00,"I will help you break through any plateau you have in you language learning journey. Language can be confusing, but with practice you will achieve your desired level of fluency! 

Te ayudaré a romper cualquier meseta que tengas en tu viaje de aprendizaje de idiomas. El lenguaje puede ser confuso, ¡pero con la práctica lograrás el nivel de fluidez deseado!","We will practice pronunciation, reading, writing, spelling, speaking, and listening skills. I will answer any questions you may have to the best of my ability.",,7 Reviews
